absolute_magnitude_h,estimated_diameter_min,estimated_diameter_max,date,velocity_km_s,miss_distance_km,year_discovered,name_neo,classType_FLR,halfAngle_CME,speed_CME,type_CME,TEMP,SLP,WDSP,MXSPD,GUST,MAX,MIN
27.15,9.8754064,22.08208,2024-01-22,16620.202532,54137889100.297066,2021,UB3,M3.4,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.15,9.8754064,22.08208,2024-01-22,16620.202532,54137889100.297066,2021,UB3,M3.4,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.15,9.8754064,22.08208,2024-01-22,16620.202532,54137889100.297066,2021,UB3,M3.4,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.15,9.8754064,22.08208,2024-01-22,16620.202532,54137889100.297066,2021,UB3,M3.4,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.15,9.8754064,22.08208,2024-01-22,16620.202532,54137889100.297066,2021,UB3,M3.4,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.15,9.8754064,22.08208,2024-01-22,16620.202532,54137889100.297066,2021,UB3,M1.6,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.15,9.8754064,22.08208,2024-01-22,16620.202532,54137889100.297066,2021,UB3,M1.6,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.15,9.8754064,22.08208,2024-01-22,16620.202532,54137889100.297066,2021,UB3,M1.6,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.15,9.8754064,22.08208,2024-01-22,16620.202532,54137889100.297066,2021,UB3,M1.6,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.15,9.8754064,22.08208,2024-01-22,16620.202532,54137889100.297066,2021,UB3,M1.6,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.15,9.8754064,22.08208,2024-01-22,16620.202532,54137889100.297066,2021,UB3,M1.6,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.15,9.8754064,22.08208,2024-01-22,16620.202532,54137889100.297066,2021,UB3,M2.1,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.15,9.8754064,22.08208,2024-01-22,16620.202532,54137889100.297066,2021,UB3,M2.1,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.15,9.8754064,22.08208,2024-01-22,16620.202532,54137889100.297066,2021,UB3,M2.1,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.15,9.8754064,22.08208,2024-01-22,16620.202532,54137889100.297066,2021,UB3,M2.1,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.15,9.8754064,22.08208,2024-01-22,16620.202532,54137889100.297066,2021,UB3,M2.1,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.15,9.8754064,22.08208,2024-01-22,16620.202532,54137889100.297066,2021,UB3,M2.1,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.5,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.5,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.5,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.5,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.5,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.5,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.1,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.1,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.1,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.1,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.1,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.1,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.2,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.2,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.2,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.2,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.2,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.2,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M2.0,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M2.0,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M2.0,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M2.0,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M2.0,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M2.0,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M3.4,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M3.4,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M3.4,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M3.4,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M3.4,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M3.4,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.6,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.6,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.6,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.6,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.6,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M1.6,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M2.1,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M2.1,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M2.1,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M2.1,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M2.1,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
21.33,144.0638367,322.1365319,2024-01-22,21398.3433945,19995160079.418877,2023,YU1,M2.1,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.5,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.5,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.5,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.5,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.5,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.5,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.1,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.1,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.1,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.1,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.1,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.1,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.2,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.2,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.2,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.2,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.2,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.2,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M2.0,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M2.0,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M2.0,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M2.0,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M2.0,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M2.0,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M3.4,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M3.4,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M3.4,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M3.4,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M3.4,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M3.4,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.6,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.6,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.6,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.6,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.6,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M1.6,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M2.1,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M2.1,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M2.1,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M2.1,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M2.1,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.0,10.5816886,23.661375,2024-01-22,5975.364661899999,3034029676.647746,2024,BM,M2.1,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.5,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.5,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.5,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.5,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.5,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.5,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.1,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.1,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.1,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.1,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.1,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.1,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.2,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.2,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.2,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.2,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.2,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.2,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M2.0,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M2.0,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M2.0,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M2.0,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M2.0,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M2.0,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M3.4,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M3.4,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M3.4,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M3.4,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M3.4,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M3.4,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.6,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.6,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.6,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.6,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.6,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M1.6,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M2.1,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M2.1,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M2.1,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M2.1,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M2.1,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
26.96,10.7784169,24.1012728,2024-01-22,31595.4574383,554989397.96625,2024,BG2,M2.1,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.08,10.1989386,22.805519999999998,2024-01-22,4041.865318,292974323.621588,2024,BR2,M1.5,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.08,10.1989386,22.805519999999998,2024-01-22,4041.865318,292974323.621588,2024,BR2,M1.5,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.08,10.1989386,22.805519999999998,2024-01-22,4041.865318,292974323.621588,2024,BR2,M1.5,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.08,10.1989386,22.805519999999998,2024-01-22,4041.865318,292974323.621588,2024,BR2,M1.5,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.08,10.1989386,22.805519999999998,2024-01-22,4041.865318,292974323.621588,2024,BR2,M1.5,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.08,10.1989386,22.805519999999998,2024-01-22,4041.865318,292974323.621588,2024,BR2,M1.5,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.08,10.1989386,22.805519999999998,2024-01-22,4041.865318,292974323.621588,2024,BR2,M1.1,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.08,10.1989386,22.805519999999998,2024-01-22,4041.865318,292974323.621588,2024,BR2,M1.1,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.08,10.1989386,22.805519999999998,2024-01-22,4041.865318,292974323.621588,2024,BR2,M1.1,31.0,360000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.08,10.1989386,22.805519999999998,2024-01-22,4041.865318,292974323.621588,2024,BR2,M1.1,22.0,474000.0,S,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.08,10.1989386,22.805519999999998,2024-01-22,4041.865318,292974323.621588,2024,BR2,M1.1,45.0,654000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.08,10.1989386,22.805519999999998,2024-01-22,4041.865318,292974323.621588,2024,BR2,M1.1,20.0,563000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.08,10.1989386,22.805519999999998,2024-01-22,4041.865318,292974323.621588,2024,BR2,M1.2,22.0,526000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
27.08,10.1989386,22.805519999999998,2024-01-22,4041.865318,292974323.621588,2024,BR2,M1.2,42.0,746000.0,C,25.2,969.6,17.9,28.0,46.2,32.5,19.0
