absolute_magnitude_h,estimated_diameter_min,estimated_diameter_max,date,velocity_km_s,miss_distance_km,year_discovered,name_neo,classType_FLR,halfAngle_CME,speed_CME,type_CME,TEMP,SLP,WDSP,MXSPD,GUST,MAX,MIN
28.03,6.5849877999999995,14.7244804,2024-01-10,27012.166890300003,29761104901.510063,2021,BV1,C5.6,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
28.03,6.5849877999999995,14.7244804,2024-01-10,27012.166890300003,29761104901.510063,2021,BV1,M1.9,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
28.03,6.5849877999999995,14.7244804,2024-01-10,27012.166890300003,29761104901.510063,2021,BV1,M1.9,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
28.03,6.5849877999999995,14.7244804,2024-01-10,27012.166890300003,29761104901.510063,2021,BV1,M1.9,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
28.03,6.5849877999999995,14.7244804,2024-01-10,27012.166890300003,29761104901.510063,2021,BV1,M1.9,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
28.03,6.5849877999999995,14.7244804,2024-01-10,27012.166890300003,29761104901.510063,2021,BV1,M1.9,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
28.03,6.5849877999999995,14.7244804,2024-01-10,27012.166890300003,29761104901.510063,2021,BV1,M1.9,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
28.03,6.5849877999999995,14.7244804,2024-01-10,27012.166890300003,29761104901.510063,2021,BV1,M1.9,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,M1.4,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,M1.4,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,M1.4,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,M1.4,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,M1.4,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,M1.4,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,M1.4,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,C6.5,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,C6.5,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,C6.5,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,C6.5,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,C6.5,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,C6.5,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,C6.5,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,C5.6,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,C5.6,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,C5.6,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,C5.6,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,C5.6,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,C5.6,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,C5.6,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,M1.9,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,M1.9,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,M1.9,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,M1.9,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,M1.9,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,M1.9,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
27.2,9.6506147,21.5794305,2024-01-10,12266.5322621,26152848109.285973,2021,XM,M1.9,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,M1.4,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,M1.4,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,M1.4,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,M1.4,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,M1.4,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,M1.4,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,M1.4,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,C6.5,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,C6.5,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,C6.5,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,C6.5,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,C6.5,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,C6.5,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,C6.5,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,C5.6,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,C5.6,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,C5.6,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,C5.6,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,C5.6,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,C5.6,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,C5.6,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,M1.9,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,M1.9,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,M1.9,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,M1.9,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,M1.9,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,M1.9,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
30.86,1.788772,3.9998157,2024-01-10,7719.8214483,9330198689.51898,2022,BA7,M1.9,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,M1.4,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,M1.4,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,M1.4,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,M1.4,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,M1.4,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,M1.4,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,M1.4,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,C6.5,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,C6.5,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,C6.5,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,C6.5,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,C6.5,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,C6.5,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,C6.5,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,C5.6,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,C5.6,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,C5.6,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,C5.6,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,C5.6,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,C5.6,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,C5.6,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,M1.9,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,M1.9,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,M1.9,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,M1.9,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,M1.9,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,M1.9,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
22.99,67.07411889999999,149.9822895,2024-01-10,8789.9209008,17987088961.238106,2022,CV2,M1.9,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,M1.4,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,M1.4,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,M1.4,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,M1.4,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,M1.4,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,M1.4,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,M1.4,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,C6.5,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,C6.5,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,C6.5,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,C6.5,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,C6.5,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,C6.5,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,C6.5,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,C5.6,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,C5.6,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,C5.6,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,C5.6,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,C5.6,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,C5.6,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,C5.6,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,M1.9,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,M1.9,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,M1.9,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,M1.9,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,M1.9,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,M1.9,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
23.14,62.59721,139.9716167,2024-01-10,8790.0951365,17988048646.533943,2016,FH60,M1.9,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,M1.4,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,M1.4,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,M1.4,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,M1.4,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,M1.4,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,M1.4,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,M1.4,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,C6.5,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,C6.5,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,C6.5,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,C6.5,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,C6.5,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,C6.5,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,C6.5,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,C5.6,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,C5.6,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,C5.6,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,C5.6,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,C5.6,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,C5.6,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,C5.6,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,M1.9,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,M1.9,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,M1.9,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,M1.9,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,M1.9,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,M1.9,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
20.81,183.0437804,409.2983358,2024-01-10,7788.9862947,13409432870.126648,2008,JG,M1.9,27.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
19.47,339.2774354,758.6474087,2024-01-10,40727.238437,54304107547.970436,2023,XY13,M1.4,30.0,402000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
19.47,339.2774354,758.6474087,2024-01-10,40727.238437,54304107547.970436,2023,XY13,M1.4,10.0,660000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
19.47,339.2774354,758.6474087,2024-01-10,40727.238437,54304107547.970436,2023,XY13,M1.4,19.0,434000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
19.47,339.2774354,758.6474087,2024-01-10,40727.238437,54304107547.970436,2023,XY13,M1.4,28.0,422000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
19.47,339.2774354,758.6474087,2024-01-10,40727.238437,54304107547.970436,2023,XY13,M1.4,36.0,492000.0,S,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
19.47,339.2774354,758.6474087,2024-01-10,40727.238437,54304107547.970436,2023,XY13,M1.4,30.0,981000.0,C,26.0,1029.8,9.7,20.4,37.1,41.9,20.3
