id,name,absolute_magnitude_h,estimated_diameter_min,estimated_diameter_max,date,velocity_km_s,miss_distance_km,classType_FLR,halfAngle_CME,speed_CME,type_CME,TEMP,SLP,WDSP,MXSPD,GUST,MAX,MIN
54054332,(2020 RA7),27.0,0.0105816886,0.023661375,2024-01-24,12.8686577521,32846662.143299542,M2.6,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54054332,(2020 RA7),27.0,0.0105816886,0.023661375,2024-01-24,12.8686577521,32846662.143299542,M2.6,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54054332,(2020 RA7),27.0,0.0105816886,0.023661375,2024-01-24,12.8686577521,32846662.143299542,M1.4,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54054332,(2020 RA7),27.0,0.0105816886,0.023661375,2024-01-24,12.8686577521,32846662.143299542,M1.4,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54054332,(2020 RA7),27.0,0.0105816886,0.023661375,2024-01-24,12.8686577521,32846662.143299542,M1.4,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54054332,(2020 RA7),27.0,0.0105816886,0.023661375,2024-01-24,12.8686577521,32846662.143299542,M1.4,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54054332,(2020 RA7),27.0,0.0105816886,0.023661375,2024-01-24,12.8686577521,32846662.143299542,M1.4,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54054332,(2020 RA7),27.0,0.0105816886,0.023661375,2024-01-24,12.8686577521,32846662.143299542,C6.8,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54054332,(2020 RA7),27.0,0.0105816886,0.023661375,2024-01-24,12.8686577521,32846662.143299542,C6.8,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54054332,(2020 RA7),27.0,0.0105816886,0.023661375,2024-01-24,12.8686577521,32846662.143299542,C6.8,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54054332,(2020 RA7),27.0,0.0105816886,0.023661375,2024-01-24,12.8686577521,32846662.143299542,C6.8,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54054332,(2020 RA7),27.0,0.0105816886,0.023661375,2024-01-24,12.8686577521,32846662.143299542,C6.8,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54054332,(2020 RA7),27.0,0.0105816886,0.023661375,2024-01-24,12.8686577521,32846662.143299542,M1.3,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54054332,(2020 RA7),27.0,0.0105816886,0.023661375,2024-01-24,12.8686577521,32846662.143299542,M1.3,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54054332,(2020 RA7),27.0,0.0105816886,0.023661375,2024-01-24,12.8686577521,32846662.143299542,M1.3,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54054332,(2020 RA7),27.0,0.0105816886,0.023661375,2024-01-24,12.8686577521,32846662.143299542,M1.3,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54054332,(2020 RA7),27.0,0.0105816886,0.023661375,2024-01-24,12.8686577521,32846662.143299542,M1.3,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,M1.0,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,M1.0,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,M1.0,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,M1.0,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,M1.0,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,M2.6,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,M2.6,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,M2.6,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,M2.6,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,M2.6,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,M1.4,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,M1.4,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,M1.4,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,M1.4,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,M1.4,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,C6.8,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,C6.8,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,C6.8,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,C6.8,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,C6.8,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,M1.3,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,M1.3,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,M1.3,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,M1.3,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54106085,(2021 BC),24.3,0.0366906138,0.0820427065,2024-01-24,16.6099853333,23770828.61664597,M1.3,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,M1.0,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,M1.0,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,M1.0,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,M1.0,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,M1.0,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,M2.6,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,M2.6,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,M2.6,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,M2.6,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,M2.6,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,M1.4,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,M1.4,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,M1.4,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,M1.4,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,M1.4,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,C6.8,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,C6.8,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,C6.8,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,C6.8,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,C6.8,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,M1.3,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,M1.3,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,M1.3,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,M1.3,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54282205,(2022 LK1),23.18,0.0614546821,0.1374168468,2024-01-24,17.4011431804,64555448.13579389,M1.3,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,M1.0,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,M1.0,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,M1.0,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,M1.0,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,M1.0,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,M2.6,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,M2.6,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,M2.6,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,M2.6,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,M2.6,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,M1.4,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,M1.4,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,M1.4,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,M1.4,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,M1.4,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,C6.8,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,C6.8,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,C6.8,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,C6.8,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,C6.8,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,M1.3,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,M1.3,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,M1.3,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,M1.3,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54314207,(2022 TX1),23.66,0.0492668706,0.1101640716,2024-01-24,11.0901549115,23299528.889731903,M1.3,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,M1.0,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,M1.0,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,M1.0,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,M1.0,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,M1.0,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,M2.6,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,M2.6,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,M2.6,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,M2.6,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,M2.6,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,M1.4,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,M1.4,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,M1.4,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,M1.4,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,M1.4,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,C6.8,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,C6.8,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,C6.8,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,C6.8,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,C6.8,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,M1.3,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,M1.3,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,M1.3,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,M1.3,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54341459,(2023 CY),26.33,0.0144063837,0.0322136532,2024-01-24,10.0964095701,54016655.65963948,M1.3,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,M1.0,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,M1.0,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,M1.0,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,M1.0,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,M1.0,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,M2.6,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,M2.6,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,M2.6,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,M2.6,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,M2.6,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,M1.4,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,M1.4,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,M1.4,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,M1.4,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,M1.4,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,C6.8,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,C6.8,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,C6.8,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,C6.8,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,C6.8,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,M1.3,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,M1.3,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,M1.3,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,M1.3,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54412464,(2023 XM),20.92,0.1740022951,0.38908096,2024-01-24,15.942405654,43865086.09501917,M1.3,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54421652,(2024 AL6),25.67,0.0195233786,0.0436556017,2024-01-24,27.0221757947,2088880.057849296,M1.0,27.0,524.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54421652,(2024 AL6),25.67,0.0195233786,0.0436556017,2024-01-24,27.0221757947,2088880.057849296,M1.0,25.0,428.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54421652,(2024 AL6),25.67,0.0195233786,0.0436556017,2024-01-24,27.0221757947,2088880.057849296,M1.0,12.0,616.0,C,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54421652,(2024 AL6),25.67,0.0195233786,0.0436556017,2024-01-24,27.0221757947,2088880.057849296,M1.0,40.0,207.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
54421652,(2024 AL6),25.67,0.0195233786,0.0436556017,2024-01-24,27.0221757947,2088880.057849296,M1.0,21.0,370.0,S,28.2,987.8,6.3,15.2,26.6,33.8,19.9
